BldgID,Area,ADJWT,SourceEUI,UnitDen,CapFactor,LiftDen,WkrDen,PcDen,CFDen,CWDen,RWDen,RWDenT,CDD,HDD,CoolP,HeatP
473,27958,182.9,286.3,2.146,75,0.036,1.323,0.322,0.143,0.072,0,0,3058,1190,100,100
474,22076,182.9,308.4,1.993,85,0.181,1.268,0.408,0.136,0.091,0,0,3058,1190,100,100
475,22000,182.9,299.8,2.045,71,0.045,1.364,0.364,0.136,0.091,0,0,2833,1877,100,100
476,34500,182.9,224.1,1.826,78,0.058,0.899,0.29,0.145,0.058,0,0,3058,1190,100,100
477,21100,182.9,326.1,1.991,64,0.095,1.469,0.427,0.095,0.095,0,0,3058,1190,100,100
478,28000,182.9,253.9,2.286,67,0.107,1.321,0.321,0.143,0.071,0,0,3058,1190,100,100
479,17900,182.9,367.1,1.676,75,0.056,1.508,0.447,0.112,0.056,0,0,2833,1877,100,100
480,19000,182.9,278.3,4.526,70,0.105,1.316,0.474,0.105,0.105,0,0,2313,2149,100,100
481,33700,182.9,224.7,1.543,80,0.059,1.009,0.267,0.119,0.059,0.03,0.03,2712,1332,100,100
482,34500,182.9,341.6,2,84,0.058,1.246,0.261,0.058,0.058,0,0,2944,1061,55,100
483,30800,182.9,116,1.818,77,0.065,1.136,0.357,0.065,0.065,0.032,0.032,2712,1332,100,100
484,39850,182.9,251.6,1.731,89,0.075,1.054,0.226,0.075,0.05,0,0,2944,1061,100,100
485,28000,182.9,291.2,2.143,68,0.036,1.179,0.25,0.143,0.071,0,0,2313,2149,100,100
486,51249,1,252.7,1.483,93,0.098,0.976,0.234,0.078,0,0.059,0.059,991,5338,100,100
487,47600,1,275.8,1.492,93,0.105,1.092,0.252,0.084,0.042,0.042,0.042,1002,4949,100,100
488,64465,1,252.8,1.101,92,0.078,0.776,0.233,0.062,0.031,0.031,0.031,562,6496,100,100
489,45600,1,279.7,1.535,93,0.11,1.096,0.263,0.088,0.044,0.044,0.044,991,5338,100,100
490,76895,1,198.3,1.157,64,0.065,0.65,0.156,0.052,0.026,0.026,0.026,464,6242,100,100
491,31396,1,278.1,1.593,92,0.127,1.274,0.382,0.127,0.064,0.064,0.064,750,5705,100,100
492,45600,1,257.3,1.447,93,0.11,0.877,0.329,0.088,0.044,0.044,0.044,1336,4518,100,100
493,91800,1,111.7,0.98,79,0.065,0.545,0.153,0.044,0.022,0.022,0.022,1002,4949,100,100
494,56100,1,273.9,1.48,93,0.107,0.98,0.178,0.071,0.036,0.036,0.036,991,5338,100,100
495,16045,1,324.9,1.87,92,0.249,2.181,0.935,0.125,0.125,0.125,0.125,562,6446,100,100
496,99991,1,109.3,1.12,92,0.04,0.5,0.12,0.04,0.02,0.02,0.02,653,6572,100,100
497,45186,1,276.2,1.239,93,0.089,1.107,0.177,0.089,0.044,0.044,0.044,1002,4949,100,100
498,31096,1,102.1,1.318,93,0.129,1.286,0.257,0.129,0.032,0.064,0.064,562,6496,100,100
499,69800,1,192.4,1.146,93,0.072,0.573,0.172,0.057,0.029,0.029,0.029,1336,4518,100,100
500,29025,1,341,1.895,92,0.172,1.378,0.345,0.103,0.069,0.069,0.069,1336,4518,100,100
501,116484,1,222.6,1.15,93,0.026,0.558,0.129,0.026,0.017,0.017,0.017,750,5705,100,100
502,24536,1,331.5,1.223,92,0.245,1.63,0.408,0.122,0.082,0.082,0.082,586,6380,100,100
503,76152,1,251.6,1.497,93,0.039,0.657,0.158,0.053,0.026,0.026,0.026,586,6380,100,100
504,41342,1,295.4,1.185,93,0.145,1.088,0.242,0.097,0.048,0.048,0.048,562,6496,100,100
505,47700,1,306.5,1.509,93,0.105,1.048,0.252,0.084,0.042,0.042,0.042,991,5338,100,100
506,52026,1,254.9,1.365,93,0.096,0.961,0.288,0.077,0.038,0.038,0.038,991,5338,100,100
507,25000,1,432.2,2.32,93,0.2,2,0.48,0.12,0.04,0.08,0.08,991,5338,100,100
508,50160,1,117.5,0.957,93,0.06,0.598,0.199,0.08,0.02,0.04,0.04,586,6380,100,100
509,86800,1,135.6,1.129,82,0.058,0.634,0.138,0.046,0.023,0.023,0.023,1336,4518,100,100
510,51795,1,274.7,1.39,93,0.097,0.965,0.29,0.077,0.039,0.039,0.039,750,5705,100,100
511,76650,1,175.3,1.396,93,0.091,0.652,0.196,0.052,0.026,0.026,0.026,562,6496,100,100
512,34500,1,133.8,1.768,92,0.116,1.159,0.232,0.058,0.029,0.058,0.058,562,6496,100,100
513,45600,1,342,1.557,93,0.11,1.096,0.263,0.088,0.044,0.044,0.044,991,5338,100,100
514,37772,1,468.5,2.647,61,0.106,1.059,0.318,0.106,0.026,0.053,0.053,750,5705,100,100
515,29300,1,314,1.297,92,0.102,1.365,0.341,0.137,0.034,0.068,0.068,750,5705,100,100
516,49066,1,255.6,1.304,92,0.102,1.019,0.245,0.082,0.041,0.041,0.041,562,6496,100,100
517,48472,1,253.1,1.093,92,0.103,1.032,0.309,0.083,0.041,0.041,0.041,1504,4272,100,100
518,101010,1,71.8,1.148,93,0.05,0.644,0.149,0.04,0.02,0.02,0.02,1504,4272,100,100
519,74000,1,267.1,1.392,93,0.068,0.743,0.203,0.054,0.027,0.027,0.027,653,6572,100,100
520,160000,1,182.6,0.675,92,0.056,0.438,0.1,0.025,0.019,0.013,0.013,562,6496,100,100
521,23398,1,268.2,1.453,91,0.128,1.496,0.427,0.128,0.043,0.085,0.085,562,6496,100,100
522,52600,1,235.7,1.331,93,0.095,0.951,0.285,0.076,0.038,0.038,0.038,750,5705,100,100
523,42145,1,304.8,1.471,93,0.119,1.068,0.285,0.095,0.047,0.047,0.047,1504,4272,100,100
524,52600,1,237,1.331,93,0.095,0.951,0.228,0.076,0.038,0.038,0.038,750,5705,100,100
525,36278,1,230.4,1.681,92,0.083,0.965,0.276,0.083,0.055,0.055,0.055,750,5705,100,100
526,27000,1,304.5,1.481,92,0.111,1.111,0.37,0.074,0.037,0.074,0.074,750,5705,100,100
527,32135,1,255.5,1.183,92,0.124,0.934,0.311,0.124,0.031,0.062,0.062,1336,4518,100,100
528,45600,1,250.7,1.667,93,0.11,1.096,0.263,0.088,0.044,0.044,0.044,1336,4518,100,100
529,52600,1,252.3,1.217,92,0.095,0.951,0.228,0.076,0.038,0.038,0.038,750,5705,100,100
530,52600,1,237.9,1.217,92,0.095,0.951,0.228,0.076,0.038,0.038,0.038,1504,4272,100,100
531,45600,1,291.6,1.557,93,0.11,1.096,0.263,0.088,0.044,0.044,0.044,991,5338,100,100
532,80600,1,168.8,1.179,86,0.062,0.682,0.149,0.05,0.025,0.025,0.025,991,5338,100,100
533,45600,1,287.5,1.382,92,0.11,1.096,0.263,0.088,0.044,0.044,0.044,1336,4518,100,100
534,60750,1,285.8,2.239,70,0.099,1.07,0.296,0.115,0.033,0.033,0.033,750,5705,100,100
535,56100,1,243.6,1.444,93,0.089,1.07,0.214,0.071,0.036,0.036,0.036,1336,4518,100,100
536,52600,1,188.8,1.35,93,0.095,0.951,0.285,0.076,0.038,0.038,0.038,991,5338,100,100
537,43000,1,283.2,1.581,92,0.116,1.163,0.279,0.093,0.047,0.047,0.047,991,5338,100,100
538,81550,1,94.2,1.324,93,0.098,0.736,0.184,0.049,0.025,0.025,0.025,562,6496,100,100
539,15499,1,525.2,1.742,91,0.194,1.936,0.645,0.258,0.065,0.129,0.129,464,6242,100,100
540,138762,182.9,302,1.477,96,0,0.324,0.562,0.05,0,0.05,0.05,834,5331,100,100
541,112539,182.9,261.4,1.324,83,0.071,0.755,0.462,0.133,0.027,0.098,0.098,591,5779,100,100
542,262399,182.9,133.6,0.736,85,0.03,0.255,0.248,0.107,0.023,0.019,0.019,953,4765,100,100
543,112539,182.9,545.5,1.564,100,0.062,0.88,0.267,0.151,0.027,0.427,0.16,576,5764,100,100
544,99595,182.9,272.2,0.884,96,0,0.602,0.402,0.08,0.02,0.131,0.131,591,5779,100,100
545,64956,182.9,234.5,1.108,97,0,0.77,0.523,0.123,0.046,0.015,0.015,834,5331,100,100
546,32500,182.9,349.1,2.892,99,0,1.415,0.369,0.185,0.062,0,0,1504,4272,100,100
547,78437,182.9,285.8,1.173,99,0.064,0.867,0.408,0.025,0.038,0,0,1072,4696,95,95
548,428295,182.9,185.8,0.883,97,0,0.467,0.28,0.07,0.009,0.124,0.124,834,5331,100,100
549,353850,182.9,275.3,1.362,70,0.073,1.484,0.593,0.054,0.017,0.045,0.045,652,7758,100,100
550,90000,182.9,226,1.689,98,0,0.278,0.111,0.056,0,0.111,0.111,420,5804,100,100
551,95280,182.9,167.3,1.753,99,0,0.42,0.105,0.073,0,0.105,0.105,420,5804,100,100
552,74900,182.9,161.9,1.909,97,0,0.467,0.134,0.08,0,0.134,0.134,420,5804,100,100
553,160036,182.9,174.1,1.156,97,0,0.219,0.062,0.037,0,0.062,0.062,420,5804,100,100
